total_results,full_response,error
0,"{'query': {'total_results': 0, 'pages': 0, 'results_per_page': 50, 'current_page': 1, 'search': {'query': '10.1186/s13059-020-02154-5', 'format': 'json', 'sort': 'relevance', 'page': 1}, 'description': ""Articles matching the query '10.1186/s13059-020-02154-5'"", 'next_page_url': False}, 'facets': [], 'results': {'results': []}}",
